YEAR,MONTH,DAY,Temperature at 2 Meters,Dew/Frost Point at 2 Meters,Temperature at 2 Meters Maximum,Temperature at 2 Meters Minimum,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Precipitation Corrected (mm/day),Wind Speed at 10 Meters
2015,7,21,34.59,20.77,40.17,28.99,15.87,46.69,1.03,1.77
2015,7,22,33.91,21.1,38.51,28.49,16.17,49.56,1.17,1.37
2015,7,23,32.88,22.72,37.57,28.37,17.76,56.62,5.18,2.44
2015,7,24,33.04,23.95,37.5,28.55,19.17,60.56,4.92,1.59
2015,7,25,33.55,24.25,37.41,29.24,19.65,59.94,7.46,1.55
2015,7,26,31.37,24.31,35.02,28.62,19.65,67.44,7.34,2.91
2015,7,27,32.37,23.21,38.1,27.29,18.37,61.31,0.31,2.9
2015,7,28,32.51,21.89,38.62,27.72,17.03,56.38,0.3,3.19
2015,7,29,32.68,21.35,38.41,26.76,16.42,53.38,0,3.14
2015,7,30,33.42,22.23,38.53,27.95,17.33,54.06,0.3,3.12
2015,7,31,32.83,22.59,38.3,27.79,17.7,56.81,2.63,3.69
2015,8,1,31.92,23.71,37.28,27.62,18.92,63.75,2.44,3.92
2015,8,2,29.23,24.9,32.87,27.29,20.26,78.38,12.65,3.59
2015,8,3,31.34,24.34,36.33,26.3,19.65,68.75,1.74,2.64
2015,8,4,33.65,22.95,39.25,28.26,18.07,55.94,0.05,1.96
2015,8,5,34.1,22.88,39.31,28.82,18.07,53.88,5.28,2.07
2015,8,6,34.33,22.19,39.94,28.44,17.33,51.31,3.67,2.26
2015,8,7,35.33,22.06,41.47,29.4,17.15,48.38,0.22,2.82
2015,8,8,35.3,21.69,41.09,29.73,16.78,47.5,0.78,2.55
2015,8,9,34.97,21.03,40.26,29.59,16.11,46.25,0.53,1.97
2015,8,10,34.82,20.24,40.16,28.93,15.32,44.69,0,1.95
2015,8,11,34.56,19.26,40.48,29.08,14.4,42.81,0.32,2.12
2015,8,12,31.78,21.7,36.65,27.24,16.72,56.81,11.36,2.16
2015,8,13,31.97,22.78,36.84,26.76,17.82,60.06,8.64,1.64
2015,8,14,33.3,23.27,38.33,27.88,18.43,57.62,1.11,2.14
2015,8,15,33.44,23.86,37.46,29.46,19.1,58.94,5.18,1.87
2015,8,16,33.04,23.07,37.69,28.18,18.19,57.69,3.06,1.73
2015,8,17,33.76,20.85,39.2,27.59,15.87,49.12,0.42,2.06
2015,8,18,34.12,21.75,39.33,28.45,16.78,50.5,3.84,2.03
2015,8,19,34.21,20.59,40.55,27.62,15.69,48.06,3.29,2.07
2015,8,20,33.55,20.8,39.74,27.04,15.87,49.62,5.02,2.97
2015,8,21,33.16,21.3,38.68,28.28,16.42,51.38,4.27,2.81
2015,8,22,32.07,20.82,37.48,27.22,15.93,53.75,6.93,2.13
2015,8,23,32.82,19.98,38.8,26.59,15.08,49.5,0.12,1.87
2015,8,24,33.25,19.95,39.23,27.33,15.01,47.81,0.1,2.2
2015,8,25,32.98,18.92,39.63,26.72,14.1,46.06,0,2.88
2015,8,26,33.32,19.4,39.88,26.5,14.47,45.75,0,2.3
2015,8,27,34.22,19.25,40.28,27.2,14.34,43.31,0,1.45
2015,8,28,33.08,20.48,37.98,28.1,15.5,49.31,0.84,1.35
2015,8,29,33.41,19.88,40.1,26.59,14.95,47.94,0,1.99
2015,8,30,34.13,19.27,40.25,28.22,14.4,44,0,2.36
2015,8,31,32.54,15.98,39.33,26.11,11.72,39.62,0.01,2.34
2015,9,1,33.16,14.9,39.94,26.33,10.99,36.19,0,2.42
2015,9,2,32.82,14.78,40.3,25.49,10.8,36.06,0,2.73
2015,9,3,32.76,13.59,40.04,25.3,10.01,33.62,0,2.32
2015,9,4,32.23,13.69,39.53,24.81,10.01,34.31,0,2.51
2015,9,5,32.53,13.58,38.98,25.79,9.95,33.38,0,1.91
2015,9,6,31.91,13.69,38.61,24.44,10.01,35.19,1.21,1.93
2015,9,7,32.3,13.4,39.39,24.65,9.83,34.06,0,1.9
2015,9,8,32.11,13.39,39.52,25,9.83,34.12,0,2.21
2015,9,9,32.12,14.17,40.33,25.25,10.31,36.25,1.19,2.2
2015,9,10,32.08,12.8,39.84,24.9,9.46,33.25,0,1.91
2015,9,11,32.39,12.27,39.85,25.3,9.09,31.12,0,1.47
2015,9,12,33.68,12.01,40.49,26.52,8.97,28.38,0,1.03
2015,9,13,32.73,11.8,40.4,24.44,8.85,29.62,0,1.99
2015,9,14,33.53,11.47,40.7,26.52,8.67,27.88,0,1.55
2015,9,15,33.7,10.29,40.83,26.04,8.06,25.69,0,1.65
2015,9,16,33.08,9.82,40.86,26.72,7.81,25.31,0,1.35
2015,9,17,31.65,13.49,38.79,24.21,9.95,35.44,3.28,1.58
2015,9,18,32.11,12.39,39.83,24.53,9.22,31.94,0,1.73
2015,9,19,30.9,14.03,39.53,24.17,10.44,38.94,0.34,2.67
2015,9,20,29.72,19.72,35.36,25.66,14.77,56.38,3.15,1.86
2015,9,21,30.57,18.55,37.3,24.19,13.79,52.06,2.22,1.59
2015,9,22,27.75,22.62,31.71,25.06,17.76,74.31,50.7,3.28
2015,9,23,27.26,19.87,32.48,21.7,14.89,67.12,6.53,1.91
2015,9,24,28.67,17.38,34.51,23.8,12.7,52.44,0,1.52
2015,9,25,28.46,16.22,35.37,22.05,11.84,50.06,0.02,2.33
2015,9,26,29.24,14.83,35.8,21.66,10.8,43.88,0.11,1.53
2015,9,27,28.79,15.85,35.25,22.87,11.54,47.88,0.27,1.82
2015,9,28,28.01,14.81,35.51,21.26,10.74,47.69,0.08,2.08
2015,9,29,27.63,14.04,35.44,21.48,10.19,46.25,0.24,2.65
2015,9,30,27.48,12.26,36.52,19.69,9.09,42.75,0,3.37
2015,10,1,28.04,12.2,36.75,20.08,9.03,40.5,0,2.46
2015,10,2,28.38,12.27,37.56,20.71,9.09,40.12,0,2.44
2015,10,3,29.43,11.55,37.54,21.02,8.67,36.44,0,1.84
2015,10,4,29.21,11.94,36.06,23.94,8.91,35.94,0,1.45
2015,10,5,29.14,13.5,36.27,21.12,9.83,40.38,0,1.4
2015,10,6,29.15,14.84,35.81,23.73,10.74,43.5,0,1.33
2015,10,7,29.15,14.3,36.58,23.62,10.38,42.62,0,1.82
2015,10,8,28.64,13.26,36.65,22.47,9.7,41.62,0,2.3
2015,10,9,29.23,11.78,37.12,22.59,8.85,36.56,0,1.55
2015,10,10,29.43,11.59,36.63,21.73,8.73,35.38,0,0.82
2015,10,11,29.37,13.62,36.81,20.96,9.95,39.94,0,1.59
2015,10,12,29.64,16.23,35.8,23.9,11.72,45.88,0,0.9
2015,10,13,29.21,16.55,34.54,24.17,11.96,47.44,0,1.2
2015,10,14,27.77,16.23,33.75,23.23,11.78,51.56,2.7,1.46
2015,10,15,26.94,16.47,32.56,21.69,11.9,55.38,1.45,0.78
2015,10,16,27.58,14.26,33.89,22.4,10.31,45.94,0,1.09
2015,10,17,26.89,13.49,33.48,21.08,9.77,45.69,0,2
2015,10,18,27.94,12.65,34.73,21.7,9.28,40.88,0,1.35
2015,10,19,27.26,13.37,34.22,20.87,9.77,45.06,2.23,1.73
2015,10,20,25.66,12.57,33.4,20.15,9.28,47,0,2.24
2015,10,21,23.94,9.15,32.25,17.45,7.45,42.81,0,2.64
2015,10,22,23.68,7.02,32.97,15.95,6.35,37.56,0,2.67
2015,10,23,24.45,6.29,32.98,16.18,6.1,34.19,0,2.28
2015,10,24,24.38,7.23,32.52,20.61,6.53,35.44,0.05,2.46
2015,10,25,20.81,12.84,24.01,17.83,9.4,60.88,4.22,4.16
2015,10,26,22.07,11.08,30.38,15.55,8.36,54,0.12,2.61
2015,10,27,20.92,8.37,28.66,14.8,6.96,48.38,0,3.18
2015,10,28,21.14,8.09,29.8,13.99,6.84,46.31,0,2.34
2015,10,29,22.06,4.34,29.99,16.16,5.25,33.69,0,1.91
2015,10,30,22.4,6.43,30.1,15.51,6.1,37.12,0,1.62
2015,10,31,22.39,6.59,30.53,16.94,6.16,38,0,1.95
2015,11,1,22.31,6.76,30.13,17.43,6.23,38.25,0,1.3
2015,11,2,22.77,8.45,30.15,17.48,6.96,41.75,0,1.59
2015,11,3,22.69,8.12,29.73,17.23,6.84,41,0,1.72
2015,11,4,22.52,8.53,29.18,15.53,7.02,42.25,1.05,2.33
2015,11,5,21.64,8.24,29.24,16.77,6.9,44.44,0.11,3.07
2015,11,6,20.44,5.7,28.22,14.64,5.86,40.94,0.2,3.15
2015,11,7,20.14,3.86,28.35,14.16,5.13,36.62,0,2.23
2015,11,8,21.34,3.07,27.58,16.96,4.82,31,0,0.99
2015,11,9,20.87,4.31,27.53,16.51,5.25,35.19,0,1.83
2015,11,10,19.11,7.12,27.08,13.24,6.35,48.38,0,2.86
2015,11,11,19.04,8.26,26.92,12.37,6.9,53.06,0,3.27
2015,11,12,20.72,9,29.19,13.18,7.26,50.12,0,2.47
2015,11,13,21.57,10.12,27.76,17.11,7.81,49.12,0.1,2.31
2015,11,14,20.73,8.39,29.7,13.28,7.14,51.5,0,3.01
2015,11,15,21.41,6.65,29.01,15.74,6.23,39.62,0,2.27
2015,11,16,19.81,2.2,28.73,13.63,4.58,34.75,0,3.78
2015,11,17,18.47,1.71,29.01,10.3,4.39,37.38,0,3.41
2015,11,18,19.1,-0.88,29.01,11.76,3.66,28.69,0,2.45
2015,11,19,19.94,-1.6,27.75,14.69,3.42,24.5,0,1.45
2015,11,20,19.77,-0.04,28.01,14.34,3.85,27.62,0,1.35
2015,11,21,18.9,0.48,27.83,12.49,4.03,31,0,2.12
2015,11,22,18.52,0.63,27.49,11.76,4.03,32,0,1.95
2015,11,23,18.62,1.49,27.09,12.82,4.27,33.69,0,1.94
2015,11,24,18.13,2.12,27.32,11.03,4.52,37.25,0,2.99
2015,11,25,18.19,1.73,28.37,10.48,4.39,37.94,0,3.3
2015,11,26,18.54,0.66,26.85,13.46,4.09,32.31,0,1.96
2015,11,27,17.23,0.58,26.4,9.38,4.09,36.25,0.03,2.7
2015,11,28,18.95,0.82,27.31,12.7,4.09,30.88,0,2.04
2015,11,29,19.73,2.5,26.85,14.44,4.64,32.81,0,1.62
2015,11,30,19.54,3.69,26.3,15.26,5,35.81,0,1.2
2015,12,1,18.37,4.08,25.97,12.73,5.13,39.88,0,1.91
2015,12,2,18.33,3.45,26.42,12.73,4.94,38.69,0,1.93
2015,12,3,17.59,1.6,27.69,11.12,4.33,37.06,0,3.15
2015,12,4,18.44,-0.08,27.18,10.05,3.85,31.06,0,2.33
2015,12,5,19.62,-1.72,26.96,13.57,3.42,24.56,0,1.12
2015,12,6,18.66,-0.93,26.26,12.35,3.6,27.81,0,1.34
2015,12,7,18.29,-1.2,24.83,11.19,3.54,27.62,0,1.25
2015,12,8,18.6,-0.26,25.14,13.72,3.78,28.69,0,0.88
2015,12,9,16.93,-0.45,25.58,11.18,3.72,32.19,0,2.91
2015,12,10,16.95,2.4,25.23,11.34,4.64,39.19,1,2.81
2015,12,11,15.32,4.55,22.28,9.28,5.37,50.94,1.26,2.23
2015,12,12,14.23,-1.03,22.4,8.19,3.66,38.62,0,2.91
2015,12,13,12.87,-5.63,21.69,6.03,2.5,28.44,0,2.89
2015,12,14,12.3,-5.19,21.61,5.77,2.62,31.5,0,3.38
2015,12,15,12.76,-3.66,23.58,4.78,2.99,37.69,0,3.21
2015,12,16,14.87,-7.06,22.89,9.14,2.26,22.44,0,1.49
2015,12,17,14.55,-7.35,21.95,8.85,2.2,21.94,0,1.8
2015,12,18,11.9,-5.44,21.65,5.08,2.56,31.62,0,3.08
2015,12,19,12.94,-5.16,22.29,5.31,2.62,30.19,0,2.31
2015,12,20,13.11,-6.06,20.87,8.54,2.38,26.44,0,1.93
2015,12,21,12.69,-4.14,20.97,5.06,2.81,33.19,0,2.09
2015,12,22,13.3,-5.38,19.31,8.65,2.56,27.31,0,0.78
2015,12,23,11.55,-2.3,18.87,6.7,3.23,39.5,0,2.5
2015,12,24,10.32,-5.27,20.12,4.21,2.69,38.69,0,3.8
2015,12,25,11.08,-9.99,20.89,3.91,1.77,23.69,0,2.83
2015,12,26,12.76,-7.99,22.78,5.51,2.08,24.25,0,3.16
2015,12,27,15.48,-0.82,25.21,8.21,3.66,34.12,0,3.11
2015,12,28,16.5,2.69,26.14,8.95,4.64,42.75,0,3.33
2015,12,29,16.75,0.63,26.69,9.49,4.09,37.94,0,3.54
2015,12,30,16.43,-0.81,25.61,11.02,3.6,32.56,0,2.27
2015,12,31,15.29,-2.74,25.07,7.28,3.11,32.25,0,2.68
2016,1,1,16.05,-5.34,24.65,8.26,2.62,25.56,0,1.86
2016,1,2,16.37,-8.05,24.88,11.54,2.01,18.38,0,1.9
2016,1,3,15.38,-2.6,25.41,7.66,3.17,31.31,0,3.03
2016,1,4,16.49,-2.81,23.42,11.44,3.11,27.12,0,1.4
2016,1,5,16.08,2.4,24.68,11.21,4.58,41.75,0.05,2.45
2016,1,6,15.12,3.73,22.9,9.97,5,49,0,2.15
2016,1,7,15.62,2.67,23.64,9.67,4.64,43.75,0,2.06
2016,1,8,15.42,3.09,24.23,9.25,4.82,46.81,0,3.27
2016,1,9,14.25,0.6,23.69,6.88,4.09,44.88,0,3.41
2016,1,10,16.05,-1.2,23.69,8.92,3.54,32.25,0,1.29
2016,1,11,16.32,0.62,22.73,9.74,4.03,35.5,0,1.13
2016,1,12,15.91,2.8,23.96,10.15,4.76,44.44,4.91,2.19
2016,1,13,13.71,4.5,22.23,8.29,5.31,57.25,1.62,3.09
2016,1,14,12.96,3.09,19.44,9.09,4.82,52.31,0,2.13
2016,1,15,12.73,2.66,21.14,7.26,4.64,52.44,0,2.45
2016,1,16,12.94,0.55,21.68,5.44,4.03,46.38,0,2.88
2016,1,17,13.98,-1.19,20.89,8.87,3.54,36.62,0,0.83
2016,1,18,12.49,-1.42,20.1,6.74,3.48,39.62,0,1.79
2016,1,19,12.33,-0.35,20.51,7.05,3.72,43.69,0,2.91
2016,1,20,12.48,-3.92,22.12,4.9,2.87,35.06,0,2.88
2016,1,21,12.48,-7.35,20.63,4.6,2.14,26.06,0,1.58
2016,1,22,12.76,-8.76,19.78,6.31,1.89,21.69,0,0.73
2016,1,23,11.89,-8.02,20.42,5.23,2.01,24.5,0,1.81
2016,1,24,11.3,-6.72,20.39,4.76,2.26,28.62,0,2.09
2016,1,25,11.25,-6.83,20.08,4.12,2.26,28.75,0,1.94
2016,1,26,14.08,-6.27,21.65,8.12,2.38,24.81,0,1.23
2016,1,27,14.52,-0.5,23.37,8.02,3.78,38.31,0,2.24
2016,1,28,15.44,3.68,23.33,9.49,5,47.81,0,2.36
2016,1,29,14.19,7.73,20.39,10.63,6.71,66.88,10.07,2.62
2016,1,30,15.12,8.44,23.8,9.6,7.02,68.56,2.83,2.42
2016,1,31,14.25,3.1,23.12,9.12,4.82,50.44,0.02,3.18
2016,2,1,13.8,-0.07,22.56,6.81,3.85,41.38,0,2.41
2016,2,2,12.94,-1.02,22.28,5.48,3.6,41,0,2.92
2016,2,3,13.13,-2.05,23.67,5.06,3.3,37.94,0,3.55
2016,2,4,14.57,-2.31,24.52,5.35,3.23,35,0,2.63
2016,2,5,15.11,-3.23,25.75,7.44,3.05,30.69,0,2.7
2016,2,6,16.01,-3.31,24.51,7.21,3.05,29,0,1.91
2016,2,7,15.74,0.57,23.51,9.5,4.15,39.62,0.05,2.09
2016,2,8,15.15,5.76,23.57,7.31,5.8,59.56,0,1.61
2016,2,9,15.89,1.48,24.3,8.96,4.27,40,0,2.31
2016,2,10,15.94,-0.56,24.44,9.83,3.72,34.38,0.31,2.45
2016,2,11,12.94,0.7,20.97,6.34,4.09,45.69,0.56,4.3
2016,2,12,13.69,2.21,21.06,7.37,4.52,48.81,0,2.12
2016,2,13,14.77,-0.44,22.44,9.54,3.78,38.06,0,1.92
2016,2,14,14.08,-2.52,23.33,7.35,3.17,34.19,0,2.46
2016,2,15,13.59,-1.27,23.15,6.01,3.48,39.06,0,2.81
2016,2,16,14.9,-2.1,24.31,5.58,3.3,35.69,0,2.23
2016,2,17,16.05,-4.83,25.67,8.35,2.69,25.44,0,1.84
2016,2,18,18.06,-1.43,29,8.57,3.54,28.12,0,2.28
2016,2,19,17.33,8.15,23.49,14.33,7.26,58.06,6.29,2.82
2016,2,20,18.27,11.03,26.4,12.7,8.42,67.31,0.6,3.12
2016,2,21,17.42,2.48,28.73,8.69,4.64,43,0,3.62
2016,2,22,18.46,0.07,30.9,9.19,3.91,34.31,0,3.95
2016,2,23,18.87,-1.74,32.09,9.2,3.42,29.38,0,3.85
2016,2,24,20.53,-3.42,33.03,8.82,3.05,25.62,0,2.01
2016,2,25,20.32,-5.02,29.45,10.16,2.62,19.19,0,1.94
2016,2,26,20.26,-3.7,29.69,10.9,2.93,21.62,0,1.64
2016,2,27,20.9,0.06,30.14,12.44,3.91,26.56,0,1.3
2016,2,28,21.61,1.76,29.53,13.12,4.33,28.88,0,1.12
2016,2,29,21.79,2.23,30.26,15.19,4.52,29.06,0,1.53
2016,3,1,22.69,3.02,32.08,15,4.76,30,0,1.76
2016,3,2,23.68,5.21,31.72,17.48,5.55,31.88,0,1.39
2016,3,3,24.8,5.26,34.24,17.01,5.62,30.44,0,2.64
2016,3,4,24.17,5.96,33.63,16.68,5.98,34.69,0,2.65
2016,3,5,20.51,10.16,30.05,15.65,8,57.25,3.41,3.4
2016,3,6,20.11,10.82,27.51,14.29,8.3,60.38,0.33,1.67
2016,3,7,20.8,9.19,28.75,13.33,7.39,52,0.1,2.28
2016,3,8,22.16,6.38,30.99,13.98,6.1,39.25,0,2.41
2016,3,9,22.73,5.4,30.99,16.7,5.68,34.25,0,2.19
2016,3,10,25.05,6.88,32.65,17.68,6.29,32.88,0,1.38
2016,3,11,23.15,12.88,28.61,19.59,9.58,55.12,8.3,2.66
2016,3,12,19.8,15.23,23.18,17.01,10.99,76.06,6.99,1.79
2016,3,13,19.15,13.62,24.11,14.87,9.89,72.5,5.45,1.8
2016,3,14,20.55,9.1,28.4,12.9,7.39,52.75,0.91,2.06
2016,3,15,20.05,6.89,28.36,13.45,6.29,46.25,0.07,2.7
2016,3,16,20.35,7.66,28.86,11.19,6.71,47.62,0.19,2.97
2016,3,17,21.46,11.4,28.86,15.74,8.61,56.56,2.81,3.23
2016,3,18,22.83,11.96,30.84,14.73,8.91,54.75,0.72,2.65
2016,3,19,25.55,10.86,32.76,19.75,8.3,41.81,0.24,1.43
2016,3,20,22.8,10.47,31.01,16.55,8.06,49.31,2.34,2.64
2016,3,21,21.4,3.23,30.03,14.34,5,35,0,4.37
2016,3,22,20.9,-0.22,32.74,11,3.85,29.5,0,4.7
2016,3,23,23.62,1.99,35.53,11.93,4.58,29.56,0,2.9
2016,3,24,25.12,4.26,33.63,15.57,5.31,29.06,0,2.26
2016,3,25,22.45,9.52,28.14,16.76,7.51,45.69,0.72,5.62
2016,3,26,21.05,10.41,29.51,13.86,8.06,57.19,1.57,3.9
2016,3,27,22.76,8.04,32.79,13.96,6.84,44.56,0,3.75
2016,3,28,24.12,6.8,33.5,14.91,6.29,36.94,0,2.8
2016,3,29,25.36,7.8,34.98,16.37,6.71,36.38,0,3.56
2016,3,30,27.49,5.38,36.44,19.03,5.74,27.31,0,1.91
2016,3,31,28.51,5.38,37.84,20.37,5.74,25.69,0,2.11
2016,4,1,27.4,8.76,34.96,20.33,7.2,33.38,0.01,3.6
2016,4,2,29.05,12.37,38.84,21.05,9.16,39.25,0.02,2.47
2016,4,3,28.32,13.6,36.14,23.17,9.95,42.81,0,2.15
2016,4,4,27.98,12.23,37.08,20.08,9.22,43.25,0,3.08
2016,4,5,26.87,7.79,34.71,20.1,6.71,31.69,0,2.6
2016,4,6,25.83,7.95,32.8,19.15,6.84,34.75,0.49,4.41
2016,4,7,25.34,6.73,34,16.97,6.23,33.06,0,3.59
2016,4,8,26.86,6.43,35.37,19.55,6.1,29.81,0,1.88
2016,4,9,26.21,8.54,33.93,20.13,7.08,34.12,0.32,3.3
2016,4,10,26.4,8.33,34.51,18.77,7.02,35.19,0.01,3.73
2016,4,11,26.57,9.76,33.19,20.04,7.63,36.38,0.28,3.06
2016,4,12,27.14,7.66,36.01,18.92,6.71,32.75,0,4.55
2016,4,13,28.91,6.37,38.49,19.78,6.16,27.06,0,4.65
2016,4,14,30.33,4.83,40.76,19.82,5.49,22.56,0,3.59
2016,4,15,31.55,5.35,41.12,22.35,5.74,20.56,0,3.16
2016,4,16,34.5,9.14,43.42,25.77,7.45,23.31,0,2.16
2016,4,17,33.3,11.78,41.23,25.36,8.85,28.94,0.2,4.02
2016,4,18,30.83,6.38,39.83,22.19,6.53,27.44,0.5,3.77
2016,4,19,31.73,5.97,40.58,22.98,5.98,22.12,0.1,3.77
2016,4,20,30.43,7.15,39.08,22.67,6.47,26.06,0.41,5.23
2016,4,21,30.61,7.33,39.45,21.66,6.53,25.56,0.02,3.95
2016,4,22,30.67,7.34,37.94,22.6,6.71,24.5,0.91,4.06
2016,4,23,28.65,-1.42,37.65,20.62,3.48,15.62,0,3.22
2016,4,24,28.73,1.19,37.78,20,4.27,19.06,0,3.8
2016,4,25,29.81,-0.95,39.28,19.96,3.66,15.81,0,3.27
2016,4,26,31.19,-0.48,39.94,21.89,3.72,14.56,0,2.5
2016,4,27,31.31,2.84,40.51,21.97,4.76,17.94,0,3.46
2016,4,28,31.62,3.65,40.4,22.66,5.13,19.69,0,3.68
2016,4,29,32.53,-0.72,41.7,23.2,3.66,13.12,0,3.34
2016,4,30,32.71,-1.24,42.78,22.33,3.54,12.5,0,3.36
2016,5,1,34.54,-0.06,44.47,23.98,3.85,12.19,0,2.88
2016,5,2,36.01,0.43,45.35,28.45,4.15,12.19,0,2.76
2016,5,3,34.38,8.84,41.73,27.48,7.26,22.31,0.02,2.2
2016,5,4,32.51,9.3,39.43,25.68,7.51,25.81,0.01,3.43
2016,5,5,31.74,10.99,39.68,24.9,8.36,29.81,0.46,2.87
2016,5,6,32.53,10.26,39.83,24.58,7.93,27.19,0.06,2.81
2016,5,7,34.03,9.01,41.51,25.38,7.32,22.69,0,2.39
2016,5,8,36.33,8.56,44.29,27.86,7.08,19.5,0,3.02
2016,5,9,37.41,7.65,44.99,28.38,6.65,17.44,0.06,2.05
2016,5,10,37.51,7.98,44.33,30.34,6.84,17.06,0,3.02
2016,5,11,35.03,11.57,41.53,28.82,8.79,25.75,4.28,2.29
2016,5,12,34.8,10.72,41.88,27.39,8.24,24.38,0,3.14
2016,5,13,36.38,9.62,43.92,28.3,7.69,21.19,0.01,1.74
2016,5,14,36.44,9.37,43.8,28.28,7.57,21.12,0.07,4.39
2016,5,15,35.63,7.05,43.53,27.86,6.53,19.25,0,4.45
2016,5,16,35.39,3.55,43.53,26.44,5.07,14.19,0,4.03
2016,5,17,36.8,4.19,45.28,28.21,5.25,14.25,0,4.31
2016,5,18,37.93,4.76,47.14,27.7,5.49,13.62,0,4.69
2016,5,19,39.62,3.91,48,30.29,5.13,11.75,0,2.02
2016,5,20,39.08,5.71,47.08,29.87,5.86,13.94,0,2.84
2016,5,21,40.3,6.07,48.08,30.98,5.98,13.25,0,2.33
2016,5,22,40.69,7.55,48.82,30.68,6.71,14.94,0,2.41
2016,5,23,38.32,11.16,44.29,31.07,8.67,20.31,3.43,2.86
2016,5,24,33.24,17.67,39.01,26.72,13.06,41.62,8.49,3.82
2016,5,25,33.13,13.95,39.73,26.12,10.31,34.12,0.07,2.54
2016,5,26,35.89,11.44,43.33,27.59,8.73,24.81,0,1.77
2016,5,27,36.57,11.11,44.3,28.47,8.61,24.19,0.01,3.53
2016,5,28,36.71,12.34,43.91,28.57,9.22,24.44,0,2.77
2016,5,29,37.49,14.4,43.99,31.39,11.17,28.81,6.56,2.85
2016,5,30,33.88,18.76,40.07,26.98,14.16,44.94,3.06,2.84
2016,5,31,35.07,16.64,41.69,27.43,12.21,36.31,0.2,2.07
2016,6,1,37.01,15.84,43.86,30.18,11.54,30.25,0,2.77
2016,6,2,37.49,13.6,44.75,30.44,10.07,26.19,0.05,3.83
2016,6,3,37.45,11.74,44.69,29.3,8.85,23.12,0,2.42
2016,6,4,38.78,12.55,46.23,30.58,9.34,22.75,0,3.59
2016,6,5,39.3,8.66,46.93,31.64,7.14,16.75,0,2.62
2016,6,6,39.22,7.83,46.3,32.05,6.77,15.81,0.05,2.61
2016,6,7,38.82,6.24,46.16,31.47,6.04,14.56,0.22,3.18
2016,6,8,38.36,8.4,46.3,29.31,7.08,17.69,0.01,3.04
2016,6,9,38.73,9.18,45.61,30.19,7.51,18.06,1.3,2.76
2016,6,10,39.3,9.08,45.69,30.32,7.45,17.62,0.03,1.74
2016,6,11,38.82,9.85,44.98,32.62,7.81,18.19,0.96,1.77
2016,6,12,38.64,16.03,44.65,32.82,11.9,28.31,0.02,3.39
2016,6,13,38.49,15.46,44.62,32.28,11.47,27.75,0.53,3.77
2016,6,14,38.61,17.18,44.56,32.52,12.76,29.75,3.76,3.38
2016,6,15,38.48,17.1,44.83,31.37,12.7,30.81,0.8,3.59
2016,6,16,36.98,18.47,42.85,31.23,13.85,35.62,6.87,3.28
2016,6,17,34.65,21.03,40.44,27.8,16.24,48.5,23.08,1.99
2016,6,18,36.76,17.97,42.58,30.04,13.37,35.81,0.01,1.88
2016,6,19,36.71,18.49,42.55,30.16,13.73,36.12,0,2.59
2016,6,20,37.08,18.6,42.06,30.77,13.85,35.06,0.03,1.79
2016,6,21,36.4,20.24,41.33,30.33,15.38,40.38,3.97,2.43
2016,6,22,33.45,23.01,36.11,30.62,18.13,55.06,32.37,2.01
2016,6,23,34.59,21.76,40.56,28.4,16.85,50.06,0.26,1.77
2016,6,24,36.06,19.08,42.44,29.15,14.34,39.62,0,1.74
2016,6,25,37.65,18.51,44.01,30.37,13.79,34.69,0,2.16
2016,6,26,37.4,18.79,43.5,30.34,13.98,35.75,0.15,2.14
2016,6,27,37.15,20.82,41.94,30.82,15.87,40,0.55,1.97
2016,6,28,35.06,22.55,38.44,31.46,17.64,49.06,9.5,1.66
2016,6,29,36.3,21.62,41.37,31.24,16.66,44.56,0,1.04
2016,6,30,37.31,20.36,42.69,30.87,15.44,39.25,0,1.93
2016,7,1,37.74,19.9,42.94,31.84,15.14,37.06,2.44,2
2016,7,2,34.75,23.44,39.46,29.35,18.74,53.56,18.64,4.05
2016,7,3,32.95,23.94,37.69,27.87,19.23,60.94,3.2,2.51
2016,7,4,35.08,22.18,40.27,30.11,17.33,49,0,1.63
2016,7,5,36.07,22.51,40.81,31.05,17.76,47.44,2.37,1.6
2016,7,6,36.33,22.73,41.52,29.76,18.07,49.06,11.6,1.39
2016,7,7,36.69,21.8,41.35,31.45,16.91,43.81,2.38,1.37
2016,7,8,37.68,21.01,42.68,31.64,16.17,39.94,0.25,1.3
2016,7,9,36.53,21.38,41.53,31.31,16.48,43.19,4.82,1.82
2016,7,10,35.33,21.24,40.54,30.11,16.36,45.94,2.63,1.19
2016,7,11,35.3,21,40.71,29.67,16.11,45.25,0.06,1.95
2016,7,12,34.06,22.65,39.55,27.82,17.82,53.88,9.69,2.67
2016,7,13,34.92,22.89,39.98,29.44,18.07,51.5,3.43,2.02
2016,7,14,36.35,21.94,42.35,30.48,17.09,45.69,1.13,2.62
2016,7,15,34.14,25.08,37.72,30.14,20.63,60.25,23.4,2.01
2016,7,16,32.87,25.26,36.65,28.48,20.81,65.56,17.57,2.95
2016,7,17,30.8,24.69,35.05,26.8,20.08,71.25,14.96,2.02
2016,7,18,32.94,23.53,36.98,27.98,18.74,59.81,0.74,1.08
2016,7,19,34.21,21.3,38.84,30.19,16.42,48.69,0.01,1.77
2016,7,20,35.26,19.94,41.18,28.32,15.08,43.06,0.02,1.81
